ADR_EGAID;STR_ESID;BDG_EGID;ADR_EDID;STN_LABEL;ADR_NUMBER;BDG_CATEGORY;BDG_NAME;ZIP_LABEL;COM_FOSNR;COM_CANTON;ADR_STATUS;ADR_OFFICIAL;ADR_VALID;ADR_MODIFIED;ADR_EASTING;ADR_NORTHING
100341036;10087180;410353;0;Brunnmattweg;24;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58813035;47.46223427
101377401;10024292;245000007;0;Bnenmattweg;25a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.580854848;47.45933832
100340542;10120609;410376;0;Im Gwidem;12;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58755814;47.46154247
102356169;10051581;245065519;0;Grenzweg;12a;special;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.591922822;47.46203147
100341045;10024290;410453;0;Bergmattenweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582857552;47.45940781
101377652;10051582;245000063;0;Hauptstrasse;44;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588838893;47.45951716
101151335;10051583;2351777;0;Keltenweg;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59602644;47.45940872
101608096;10152940;245000239;1;Schlossgraben;151;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.590069151;47.45374139
101375686;10024294;2351791;1;Hangelimattweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.577924186;47.45940482
100339499;10024293;410435;0;Grbelackerweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582925485;47.46001032
100339150;10051582;410119;0;Hauptstrasse;31;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590311553;47.45973111
101151343;10057781;2351785;0;Eichenweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587059281;47.45860205
100338913;10024300;410272;0;R?merstrasse;2a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59389447;47.46049987
100340828;10024298;410536;0;Langbodenweg;10;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586663602;47.45938504
101377672;10140408;245000083;0;Schlossgut;146;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596354618;47.45376901
100341151;10063992;410550;0;Im Jrtli;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583664345;47.45860634
100332770;10113462;410220;0;Mettliweg;26;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592765443;47.45988978
100338964;10087182;410325;0;Helgenmattweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592689731;47.46122999
101288479;10107056;3121582;0;Muggenbergweg;50;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595422759;47.4570531
101379246;10024293;245000040;0;Grbelackerweg;8a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58258046;47.4599298
100339469;10087183;410405;0;Im Noll;13;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587144341;47.46058063
101379597;10132128;245000221;0;Allmendgasse;27;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584781428;47.45974718
101377398;10024291;245000004;0;Buchenweg;12a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585824951;47.45823487
102618839;10132128;245069286;0;Allmendgasse;29a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.584463709;47.45995444
101084049;10107056;3029149;0;Muggenbergweg;30;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595982687;47.45805968
101379345;10024297;245000143;0;Klusweg;9a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588406569;47.46141546
100339582;10186909;410507;0;Stellimattweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582749812;47.45879635
100339468;10087183;410404;0;Im Noll;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586840686;47.46107569
101391835;10024299;245011895;0;Nespelmattweg;7a;non_residential;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.59555427;47.46119918
100332403;10051582;410160;0;Hauptstrasse;57;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590096972;47.45888595
101379598;10103052;245000222;0;Mattenweg;42;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595345511;47.45784468
101152728;10107056;2351811;0;Muggenbergweg;17;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596966528;47.45890378
101151194;10063994;2351768;0;Rauracherweg;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596183647;47.45875195
101151195;10063994;2351769;0;Rauracherweg;24;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595002768;47.45854668
101377399;10024291;245000005;0;Buchenweg;14a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585506998;47.45835219
100339142;10051582;410111;0;Hauptstrasse;24;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591373828;47.46019741
101377396;10024291;245000002;0;Buchenweg;6a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586778923;47.45792786
100332723;10051582;410172;0;Hauptstrasse;78;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589842004;47.45782498
100341195;10087186;410596;0;Vogtackerweg;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58612726;47.45725413
100340834;10051584;410542;0;Kreuzackerweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585164886;47.45933297
100339176;10103052;410149;0;Mattenweg;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59227109;47.45861328
102136465;10057780;245063241;0;Baumgartenweg;4d;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588720572;47.45988607
101381268;10177200;245000278;0;Moosackerweg;9a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592545984;47.45736274
100339446;10120609;410382;0;Im Gwidem;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586298975;47.46181389
102604306;10113462;245069081;0;Mettliweg;13a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;31.01.2021;7.59186068;47.45885666
101500556;10057781;245053597;0;Eichenweg;10a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58591929;47.45878338
101152737;10087184;2351821;0;Krebsenbachweg;3b;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590469546;47.45932617
100339478;10057780;410414;0;Baumgartenweg;7;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587845846;47.46008506
101109388;10087186;3029397;0;Vogtackerweg;43;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584603432;47.45769676
101289846;10087186;3121567;0;Vogtackerweg;33;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58517305;47.4574712
101381253;10051582;245000263;0;Hauptstrasse;84a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589615471;47.45743853
100339489;10024292;410425;0;Bnenmattweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582090255;47.46011029
101475952;10087183;245052221;0;Im Noll;13a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586852254;47.46046408
101116158;10107056;3028477;0;Muggenbergweg;29;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596566664;47.45822078
100339484;10057780;410420;0;Baumgartenweg;18;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589451694;47.46049672
101151350;10087184;2351799;0;Krebsenbachweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590576226;47.45953289
100339172;10103052;410145;0;Mattenweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590348763;47.45882266
100338960;10087182;410321;0;Helgenmattweg;12;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591987303;47.46139281
101379245;10024293;245000039;0;Grbelackerweg;6a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582620632;47.46007366
100338956;10051581;410317;0;Grenzweg;15;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592186984;47.46165337
100341069;10024290;410477;0;Bergmattenweg;51;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.581395458;47.45816843
100339603;10057781;410529;0;Eichenweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586794251;47.45867434
101381200;10186909;245000199;0;Stellimattweg;1a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582656836;47.4587425
101558766;10103052;245052152;0;Mattenweg;37;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594935515;47.45822298
101381248;10051582;245000258;0;Hauptstrasse;27a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;31.03.2021;7.590471281;47.45993776
100340539;10120609;410373;0;Im Gwidem;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587663186;47.46116458
101762512;10154572;245057520;0;Byfangweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592462801;47.46071763
100341168;10051584;410569;0;Kreuzackerweg;18;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584022258;47.45855192
100332807;10024299;410258;0;Nespelmattweg;13;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596999042;47.4609274
100341063;10024290;410471;0;Bergmattenweg;44;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582113765;47.45898601
101151183;10132128;2351747;0;Allmendgasse;29;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584582722;47.45982838
100341193;10087186;410594;0;Vogtackerweg;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587692074;47.45725214
101464470;10024301;245047637;0;Steingrubenweg;7;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594556781;47.46022916
100339591;10024291;410517;0;Buchenweg;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585639736;47.45839699
101377663;10051582;245000074;0;Hauptstrasse;74b;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589551144;47.45814015
102136151;10103052;245063810;0;Mattenweg;30a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.594033428;47.45811626
101084045;10113461;3029145;0;Alemannenweg;22;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.5951317;47.45728734
101288473;10177200;3121576;0;Moosackerweg;38;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595262389;47.4566306
101383117;10024290;245000317;0;Bergmattenweg;77a;special;;4148 Pfeffingen;2772;BL;real;WAHR;FALSCH;25.06.2021;7.579951797;47.45886274
100340531;10024302;410365;0;Tschuppackerweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589616345;47.46244821
100341189;10087186;410590;0;Vogtackerweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589163073;47.45689948
101379595;10103052;245000219;0;Mattenweg;40;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595252709;47.4578538
101827182;10051582;245059653;0;Hauptstrasse;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593804793;47.46158827
102516052;10051581;245068308;0;Grenzweg;6b;non_residential;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.593049859;47.46194004
101784538;10024291;245057920;0;Buchenweg;11;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585983344;47.45796485
100338958;10154572;410319;0;Byfangweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591509531;47.46127651
101461368;10024302;245043969;0;Tschuppackerweg;8a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589152084;47.46242183
100341158;10063992;410558;0;Im Jrtli;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583174545;47.45893073
102566970;10087183;245068288;0;Im Noll;25;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586201576;47.46015911
101379233;10057781;245000027;0;Eichenweg;4a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587125189;47.45845807
102486886;10087180;245068057;0;Brunnmattweg;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;27.02.2022;7.589496095;47.46213357
100332752;10087184;410202;0;Krebsenbachweg;15;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591849556;47.45960318
101889502;10120609;245061355;0;Im Gwidem;12a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587239847;47.46154287
100339465;10087183;410401;0;Im Noll;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586361587;47.4604737
100339470;10087183;410406;0;Im Noll;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587211899;47.46103025
101289841;10087186;3121561;0;Vogtackerweg;19a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586431968;47.45714582
102135799;10057780;245063242;0;Baumgartenweg;4c;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588601292;47.45991321
100341081;10024294;410490;0;Hangelimattweg;4c;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.577845107;47.45959379
101825775;10051584;245058331;0;Kreuzackerweg;20b;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583544529;47.4584356
101074734;10107056;3029294;0;Muggenbergweg;41;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596180151;47.45756474
100339173;10103052;410146;0;Mattenweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590427541;47.45854374
101377638;10024294;245000048;0;Hangelimattweg;101;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.580506875;47.45814254
101109732;10179159;3029615;0;Burgweg;2b;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593817803;47.45692934
100341051;10024290;410459;0;Bergmattenweg;18;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.581796642;47.45941811
100332781;10177200;410232;0;Moosackerweg;15;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59350071;47.45733449
101151190;10024301;2351758;0;Steingrubenweg;19;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.5963596;47.45995691
101608100;10024288;245000306;1;Alter Kirchweg;35a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590875738;47.46225769
101381151;10087184;245000148;0;Krebsenbachweg;12;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.591265399;47.45937909
100341198;10087186;410599;0;Vogtackerweg;27;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585610447;47.4573897
101381272;10063994;245000282;0;Rauracherweg;19a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59590497;47.45868937
101383109;10154570;245000308;0;Bachackerhof;106a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582944009;47.461962
101377660;10051582;245000071;0;Hauptstrasse;69;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59043843;47.45770728
101377642;10051582;245000052;0;Hauptstrasse;10a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593231607;47.4605817
100339155;10051582;410126;0;Hauptstrasse;39;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589820792;47.45970476
101379242;10051581;245000036;0;Grenzweg;15a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.592385866;47.46163512
100339500;10024293;410436;0;Grbelackerweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582434652;47.45995697
101151186;10024288;2351751;0;Alter Kirchweg;6c;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591006056;47.46144806
101152734;10051582;2351818;0;Hauptstrasse;43;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590018955;47.45943469
100338937;10024301;410297;0;Steingrubenweg;30;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596981733;47.45956033
100341065;10024290;410473;0;Bergmattenweg;46;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.581768844;47.45894146
100341050;10024290;410458;0;Bergmattenweg;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.581969068;47.45942689
100340831;10051584;410539;0;Kreuzackerweg;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585296714;47.459045
101381158;10103052;245000155;0;Mattenweg;8;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.590891462;47.45846219
101076187;10121044;3029266;0;Zelgliweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589092939;47.46025434
100341038;10087180;410355;0;Brunnmattweg;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588792762;47.46198159
100332718;10051582;410166;0;Hauptstrasse;68;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589525737;47.45853592
100338925;10024300;410285;0;R?merstrasse;15;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596666162;47.46047815
101744284;10051582;2351818;1;Hauptstrasse;43a;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590058817;47.45946162
100332756;10113462;410206;0;Mettliweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590516031;47.45701464
101377655;10051582;245000066;0;Hauptstrasse;58;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589579798;47.45889561
100339479;10057780;410415;0;Baumgartenweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588668206;47.46012898
102446077;10024293;245067738;0;Grbelackerweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;27.02.2022;7.582566763;47.45976793
101682425;10154582;245054158;2;Untere Eichen;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.577245908;47.45865913
102188057;10063993;410359;0;Im Steinler;11;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589679788;47.4614318
100339451;10132128;410387;0;Allmendgasse;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588215267;47.45940104
102855974;10113461;245070651;0;Alemannenweg;1a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591778588;47.45797535
100341055;10024290;410463;0;Bergmattenweg;26;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58133174;47.45913987
100338953;10051581;410314;0;Grenzweg;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592438346;47.46143718
101381258;10063992;245000268;0;Im Jrtli;11a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583266039;47.45843594
102402340;10024299;245065893;0;Nespelmattweg;1d;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594613552;47.46150624
101381267;10113462;245000277;0;Mettliweg;7e;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590995325;47.45767957
101383115;10024290;245000315;0;Bergmattenweg;73a;special;;4148 Pfeffingen;2772;BL;real;WAHR;FALSCH;26.01.2021;7.580071104;47.4588446
100341030;10024297;410347;0;Klusweg;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588658323;47.46133419
101385637;10051581;245011571;0;Grenzweg;6a;non_residential;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.593102078;47.46165216
101379328;10051583;245000122;0;Keltenweg;15a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595005108;47.45934714
101152697;10063994;2351771;0;Rauracherweg;28;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595373984;47.4585102
101379609;10024299;245000242;0;Nespelmattweg;25a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.59768701;47.46036883
100332400;10103052;410156;0;Mattenweg;29;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593702625;47.45836854
101383103;10024288;245000301;0;Alter Kirchweg;7a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590050289;47.46113452
101671566;10024301;245052898;2;Steingrubenweg;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593336012;47.45999695
100338933;10024301;410293;0;Steingrubenweg;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594979978;47.45982386
101377657;10051582;245000068;0;Hauptstrasse;60a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589327398;47.45874304
101608082;10152941;245000019;1;Schlosshof;122a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592769092;47.45655298
101377395;10087180;245000001;0;Brunnmattweg;26a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.5879178;47.46210863
100341170;10024291;410571;0;Buchenweg;19;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58471124;47.45832621
100341150;10063992;410549;0;Im Jrtli;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583851201;47.45904681
101288483;10113462;3121586;0;Mettliweg;7b;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590743362;47.4576799
101289852;10177200;3121574;0;Moosackerweg;23;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594547842;47.45716221
100332398;10103052;410154;0;Mattenweg;27;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59330499;47.45844102
101664773;10024288;245054119;0;Alter Kirchweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591192445;47.46169965
101379303;10024296;245000097;0;Im Herrengarten;1a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588566477;47.45695421
101867305;10024294;245060153;0;Hangelimattweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.577989254;47.45892806
101377636;10024294;245000046;0;Hangelimattweg;24a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.578292956;47.45842403
101744285;10051582;2351818;2;Hauptstrasse;43b;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;31.03.2021;7.590178019;47.4594075
100338946;10051583;410307;0;Keltenweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593294303;47.45933144
100332766;10113462;410216;0;Mettliweg;23;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592260953;47.45970157
101288481;10113462;3121584;0;Mettliweg;7;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590862278;47.45752685
100338951;10051581;410312;0;Grenzweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592782929;47.46135578
101461380;10177200;245043984;0;Moosackerweg;40;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595607253;47.45665711
101379346;10087184;245000144;0;Krebsenbachweg;4a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591199296;47.45945113
102135508;10057780;245063752;0;Baumgartenweg;4e;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.588190251;47.45994072
101377654;10051582;245000065;0;Hauptstrasse;51b;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589898736;47.45912905
100340827;10024298;410535;0;Langbodenweg;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586569452;47.45890848
101377640;10051582;245000050;0;Hauptstrasse;22a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591612696;47.46025106
101381161;10103052;245000158;0;Mattenweg;25b;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593092963;47.45849527
101556290;10024291;410512;1;Buchenweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586672285;47.45773013
101377661;10051582;245000072;0;Hauptstrasse;71;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590331855;47.45753654
101107973;10087186;3029356;0;Vogtackerweg;49;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584219027;47.4577602
101117974;10024296;3028906;0;Im Herrengarten;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589456438;47.45747472
101076089;10063994;3029059;0;Rauracherweg;40;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595585613;47.45832104
